pH,Temperature,Humidity,Moisture,N,P,K,Semantic_Tag,Days_to_Ready
5.07,26.34,38.79,10.41,49,18,94,"Healthy, Pest-risk",63.862
5.56,27.43,69.51,15.29,42,10,80,"Healthy, Healthy",58.433
5.6,37.46,67.82,26.21,40,15,35,"Pest-risk, K-deficiency",44.602000000000004
5.96,23.46,38.14,15.55,74,16,54,"P-deficiency, Pest-risk",59.41
5.98,24.05,25.08,18.78,56,11,65,"Healthy, K-deficiency",56.491
5.72,19.62,29.68,22.29,57,33,92,"N-deficiency, N-deficiency",56.418000000000006
7.53,18.95,36.41,23.43,73,10,84,"N-deficiency, N-deficiency",54.341
7.7,33.35,45.84,11.85,45,42,78,"P-deficiency, N-deficiency",56.745
5.5,25.03,35.74,16.12,62,29,35,"N-deficiency, K-deficiency",59.089
5.27,24.42,59.23,18.04,15,10,76,"Pest-risk, P-deficiency",58.318000000000005
7.38,21.73,35.22,36.78,45,6,86,"K-deficiency, Pest-risk",41.971
7.76,19.75,70.44,12.51,33,5,53,"N-deficiency, K-deficiency",63.137
7.17,29.24,62.11,29.98,65,33,63,"Pest-risk, K-deficiency",43.236000000000004
6.86,27.12,54.36,20.89,73,6,84,"Pest-risk, Pest-risk",51.508
7.42,35.99,62.18,25.27,42,17,55,"P-deficiency, K-deficiency",44.129000000000005
5.06,34.86,93.9,31.57,19,8,77,"Healthy, K-deficiency",42.694
7.48,22.86,83.99,33.75,58,31,68,"K-deficiency, Healthy",44.03
5.22,36.11,27.46,13.08,67,43,43,"P-deficiency, N-deficiency",56.541000000000004
7.18,40.03,83.2,37.47,60,29,85,"Healthy, Pest-risk",31.869
5.75,28.16,67.16,8.88,32,28,38,"N-deficiency, K-deficiency",62.816
6.04,30.42,59.81,36.05,30,30,32,"Pest-risk, N-deficiency",39.370000000000005
5.07,37.61,25.19,12.67,43,21,39,"Pest-risk, Pest-risk",56.419
7.51,41.08,48.74,31.68,73,14,73,"N-deficiency, K-deficiency",36.635999999999996
5.53,27.27,30.98,22.55,16,30,50,"Healthy, P-deficiency",52.765
7.79,22.39,89.57,27.98,19,39,65,"Healthy, K-deficiency",49.501
5.37,24.1,88.02,37.57,36,7,44,"K-deficiency, Healthy",42.653999999999996
7.48,18.5,71.11,8.23,36,17,86,"K-deficiency, P-deficiency",66.626
6.01,20.04,86.94,18.57,69,38,93,"Pest-risk, Pest-risk",58.604
6.91,38.07,40.14,21.08,20,35,20,"P-deficiency, K-deficiency",45.781000000000006
6.93,35.93,81.6,23.36,18,33,83,"Healthy, K-deficiency",44.987
5.73,40.37,84.31,27.96,18,34,42,"Pest-risk, P-deficiency",41.487
5.96,18.21,55.95,28.69,43,38,36,"P-deficiency, Pest-risk",51.522999999999996
6.39,20.76,44.41,23.64,23,28,93,"Healthy, P-deficiency",53.428
6.73,24.62,42.97,21.74,52,16,94,"N-deficiency, P-deficiency",52.338
6.55,26.38,93.34,16.45,15,16,76,"Healthy, N-deficiency",56.05
5.77,32.9,92.69,15.02,48,14,82,"Pest-risk, P-deficiency",55.49400000000001
7.77,40.45,35.14,20.09,36,13,92,"P-deficiency, Pest-risk",46.742999999999995
5.4,37.32,45.61,32.14,55,40,31,"Pest-risk, K-deficiency",40.328
7.84,31.77,75.22,28.65,21,7,85,"Healthy, N-deficiency",44.375
7.34,19.79,47.16,36.07,47,21,42,"P-deficiency, P-deficiency",43.429
5.86,27.34,90.0,22.7,34,20,67,"Pest-risk, Healthy",51.95
5.24,27.7,40.25,8.97,26,8,26,"N-deficiency, Healthy",63.994
7.09,25.06,90.76,24.36,28,14,31,"P-deficiency, Healthy",49.662
7.48,19.04,62.07,9.0,15,12,34,"K-deficiency, P-deficiency",65.74000000000001
7.58,21.34,80.76,32.47,64,42,71,"N-deficiency, Healthy",46.013999999999996
5.01,29.61,59.94,19.13,66,29,55,"Pest-risk, Pest-risk",55.37100000000001
5.24,25.28,46.35,17.66,57,13,82,"Healthy, Healthy",58.251999999999995
6.91,30.55,28.71,19.08,19,27,52,"K-deficiency, N-deficiency",51.141000000000005
5.38,18.72,47.41,37.37,48,24,36,"Pest-risk, Pest-risk",45.484
7.63,38.02,87.63,35.11,55,15,69,"P-deficiency, N-deficiency",35.662
5.66,41.25,62.5,28.25,38,41,76,"K-deficiency, N-deficiency",40.955
6.18,37.78,60.27,31.3,59,37,60,"Pest-risk, Pest-risk",39.21
7.35,35.4,76.35,16.26,39,37,69,"Healthy, N-deficiency",51.492000000000004
7.75,23.29,91.6,33.55,51,39,74,"Healthy, N-deficiency",44.515
5.53,19.63,77.52,33.62,36,38,80,"K-deficiency, Pest-risk",47.729000000000006
5.35,29.76,87.1,36.38,71,35,92,"P-deficiency, P-deficiency",40.816
7.81,26.62,93.88,30.08,36,32,38,"P-deficiency, Healthy",45.746
5.24,20.84,72.78,10.68,60,18,40,"K-deficiency, P-deficiency",66.056
6.07,24.22,69.6,24.24,49,15,79,"Healthy, P-deficiency",51.858000000000004
6.14,38.46,75.67,28.26,58,15,60,"Healthy, P-deficiency",41.382
6.7,37.66,38.53,22.82,58,41,90,"Healthy, K-deficiency",45.014
6.61,41.33,76.7,26.83,54,26,81,"N-deficiency, Pest-risk",40.151
6.38,19.65,54.55,28.04,38,9,74,"P-deficiency, Pest-risk",50.483000000000004
7.1,29.08,40.32,18.6,51,31,77,"K-deficiency, P-deficiency",52.28
5.48,32.48,46.07,8.8,50,18,80,"Pest-risk, Pest-risk",61.26
5.15,37.61,78.42,24.6,54,8,64,"N-deficiency, P-deficiency",46.715
5.87,30.11,92.81,33.98,29,32,71,"Healthy, P-deficiency",41.521
6.43,40.41,51.92,30.22,67,7,66,"Pest-risk, N-deficiency",38.259
7.45,28.65,61.24,16.34,33,23,30,"Healthy, N-deficiency",55.00299999999999
6.89,38.62,89.89,35.66,24,5,46,"K-deficiency, Healthy",33.882000000000005
6.65,30.0,81.27,10.28,29,26,90,"Healthy, Healthy",58.976
5.08,37.65,65.27,9.29,15,40,42,"K-deficiency, K-deficiency",59.08300000000001
7.94,38.23,31.96,12.86,60,40,73,"P-deficiency, Pest-risk",53.97700000000001
6.3,35.93,83.06,34.42,66,18,68,"N-deficiency, N-deficiency",37.399
7.69,36.92,58.93,20.46,28,25,41,"P-deficiency, P-deficiency",48.052
6.69,20.96,69.4,37.27,16,33,79,"K-deficiency, N-deficiency",41.824
6.89,18.43,90.56,10.43,18,15,33,"P-deficiency, K-deficiency",64.161
6.88,24.31,37.19,36.86,53,32,39,"P-deficiency, K-deficiency",40.097
7.42,21.13,83.88,19.0,41,9,66,"K-deficiency, Pest-risk",56.575
6.5,21.82,73.21,28.46,37,44,74,"Healthy, P-deficiency",48.822
5.68,23.53,29.22,31.8,53,20,33,"K-deficiency, P-deficiency",46.935
6.26,37.35,94.95,37.13,72,34,65,"N-deficiency, N-deficiency",34.601
5.17,29.88,47.82,29.54,39,8,32,"Healthy, K-deficiency",46.58800000000001
5.45,26.42,64.45,23.25,48,12,36,"K-deficiency, N-deficiency",52.79
5.34,36.4,84.79,27.33,36,31,68,"N-deficiency, Pest-risk",44.756
7.77,21.38,62.49,16.87,19,40,44,"N-deficiency, Pest-risk",58.854
6.77,41.92,59.97,31.81,60,14,49,"Healthy, N-deficiency",35.552
6.09,37.91,88.14,31.8,56,41,83,"K-deficiency, P-deficiency",38.925000000000004
5.01,37.81,60.44,22.46,63,17,93,"N-deficiency, N-deficiency",48.607
7.59,34.12,77.05,29.76,59,40,70,"K-deficiency, P-deficiency",41.812
6.0,18.25,73.01,11.04,28,26,51,"Pest-risk, P-deficiency",65.543
6.95,41.51,46.83,22.71,48,23,91,"K-deficiency, P-deficiency",42.677
6.47,24.96,77.5,21.58,28,27,39,"Pest-risk, N-deficiency",52.816
7.67,27.69,69.79,20.97,35,17,88,"P-deficiency, N-deficiency",52.21900000000001
5.52,19.43,49.39,15.26,32,15,50,"K-deficiency, N-deficiency",62.537
5.94,38.77,78.99,11.29,35,10,34,"Healthy, N-deficiency",55.202999999999996
7.79,25.26,46.18,11.18,28,36,26,"Pest-risk, N-deficiency",61.506
6.48,37.5,60.17,20.13,38,31,86,"Healthy, N-deficiency",47.686
6.47,25.04,47.15,37.95,53,34,34,"Healthy, K-deficiency",39.68
7.63,27.48,33.71,13.48,67,5,66,"Pest-risk, P-deficiency",58.236
6.78,26.79,53.26,25.38,25,39,94,"N-deficiency, P-deficiency",48.241
5.22,34.23,67.32,16.16,49,7,32,"P-deficiency, P-deficiency",55.01700000000001
6.03,20.92,50.03,27.44,28,21,86,"N-deficiency, Healthy",51.02799999999999
6.98,25.29,26.81,31.65,47,29,48,"P-deficiency, N-deficiency",43.575
7.64,40.96,85.87,21.94,69,10,84,"K-deficiency, N-deficiency",44.748
6.76,30.26,38.67,31.38,59,5,83,"Pest-risk, N-deficiency",41.745999999999995
5.95,19.47,83.19,33.48,68,11,29,"Pest-risk, Healthy",47.081
6.32,31.09,27.85,25.53,72,22,47,"Pest-risk, K-deficiency",46.891
6.29,39.51,37.75,15.51,72,18,41,"Pest-risk, P-deficiency",50.757000000000005
6.48,36.03,62.51,34.49,27,32,90,"Healthy, K-deficiency",36.933
6.3,32.19,92.85,36.89,28,7,43,"Pest-risk, N-deficiency",37.293
5.44,21.66,59.82,33.84,20,42,57,"N-deficiency, Pest-risk",46.717999999999996
6.01,37.79,36.79,28.31,56,5,44,"Pest-risk, K-deficiency",41.937
7.22,34.82,52.51,31.23,16,9,77,"Pest-risk, Pest-risk",39.546
6.64,31.37,25.74,26.11,59,22,84,"P-deficiency, Pest-risk",45.647
7.87,18.95,74.54,24.39,58,9,57,"P-deficiency, Healthy",54.253
6.05,32.06,59.44,24.5,21,23,32,"Pest-risk, N-deficiency",47.77
5.9,39.16,32.35,26.12,64,23,87,"P-deficiency, Healthy",43.224000000000004
5.3,35.96,52.15,35.01,56,36,26,"K-deficiency, N-deficiency",38.912
7.85,35.6,52.69,25.93,61,42,90,"K-deficiency, P-deficiency",44.656
6.39,22.59,48.13,29.2,65,16,32,"P-deficiency, Pest-risk",48.065
5.67,36.01,89.32,36.4,60,23,81,"K-deficiency, N-deficiency",37.035000000000004
6.88,29.63,56.38,24.19,31,12,23,"Healthy, P-deficiency",47.573
6.33,21.81,80.04,20.56,19,32,21,"P-deficiency, P-deficiency",55.48700000000001
7.52,37.88,43.94,21.32,64,14,48,"N-deficiency, K-deficiency",46.544
7.78,24.65,63.07,13.73,25,16,26,"N-deficiency, N-deficiency",59.751000000000005
5.98,23.59,62.17,27.1,15,36,35,"Pest-risk, Healthy",50.065
6.08,23.97,45.89,22.96,74,18,31,"Healthy, N-deficiency",52.98700000000001
5.46,20.38,49.42,23.94,53,31,65,"P-deficiency, N-deficiency",55.238
5.14,30.13,94.02,12.4,60,42,92,"Pest-risk, Pest-risk",60.235
7.02,19.29,35.18,12.07,47,19,61,"K-deficiency, P-deficiency",62.239
5.46,34.18,29.21,18.4,58,27,49,"P-deficiency, Pest-risk",52.769999999999996
5.47,31.0,57.69,12.74,37,39,76,"N-deficiency, K-deficiency",58.868
7.98,30.71,30.71,32.13,15,40,34,"Pest-risk, Healthy",42.400999999999996
6.26,26.43,59.48,24.28,62,8,24,"Healthy, Pest-risk",50.34100000000001
6.79,31.92,85.98,19.28,60,7,35,"Healthy, Healthy",50.536
5.67,35.73,84.42,35.96,23,40,55,"Pest-risk, Pest-risk",37.527
7.63,31.59,91.08,9.59,26,19,43,"K-deficiency, K-deficiency",59.29299999999999
6.9,28.53,33.33,37.38,17,24,68,"K-deficiency, N-deficiency",37.53099999999999
7.48,22.3,49.56,18.41,42,19,43,"K-deficiency, P-deficiency",56.582
6.6,30.14,80.86,31.07,72,39,56,"Pest-risk, Pest-risk",42.373999999999995
6.96,21.78,26.78,21.07,23,8,44,"P-deficiency, N-deficiency",53.834
5.14,38.14,43.16,30.51,25,31,68,"N-deficiency, K-deficiency",41.742
5.51,40.75,81.02,19.56,36,37,61,"P-deficiency, Pest-risk",48.45700000000001
6.66,32.05,45.4,14.05,45,24,22,"N-deficiency, N-deficiency",54.915000000000006
7.9,21.32,59.54,34.44,36,5,44,"P-deficiency, Pest-risk",45.08800000000001
7.23,26.78,32.37,26.95,36,29,84,"N-deficiency, P-deficiency",47.01
7.39,22.17,27.25,19.26,48,34,51,"P-deficiency, N-deficiency",55.787
5.97,39.54,31.79,34.68,56,20,32,"P-deficiency, N-deficiency",36.046
5.29,39.84,64.67,35.02,64,8,90,"K-deficiency, Healthy",36.983999999999995
6.68,28.64,45.02,9.97,57,18,59,"Healthy, N-deficiency",59.844
6.68,29.2,27.54,11.23,45,8,76,"Healthy, K-deficiency",58.556
7.87,38.16,71.16,33.61,59,37,68,"P-deficiency, Healthy",37.272000000000006
7.83,40.52,78.85,19.95,47,32,25,"N-deficiency, N-deficiency",46.94
7.84,28.31,57.25,35.79,38,40,23,"P-deficiency, N-deficiency",40.393
5.78,26.02,85.37,8.63,64,34,42,"P-deficiency, Pest-risk",64.026
6.73,28.67,67.2,22.31,52,13,40,"P-deficiency, N-deficiency",49.857
6.87,36.22,78.28,11.03,31,17,64,"P-deficiency, P-deficiency",54.826
5.83,19.1,77.7,26.47,27,29,76,"Pest-risk, P-deficiency",53.114000000000004
7.49,25.71,74.51,15.06,41,23,47,"Healthy, K-deficiency",57.577
7.7,39.96,34.74,37.13,53,33,47,"Pest-risk, K-deficiency",33.216
5.84,28.89,81.0,24.82,49,44,29,"Pest-risk, N-deficiency",49.519
6.82,18.39,74.89,13.93,48,44,66,"K-deficiency, Pest-risk",61.521
5.92,25.28,42.67,30.69,28,9,30,"Pest-risk, Pest-risk",46.468
6.65,29.48,93.36,19.19,73,22,64,"Pest-risk, P-deficiency",52.108000000000004
5.5,41.43,69.22,13.0,32,44,59,"Healthy, Healthy",53.385000000000005
7.81,28.67,39.99,27.39,28,31,23,"P-deficiency, N-deficiency",46.873
6.37,29.5,78.82,21.25,70,26,55,"N-deficiency, Pest-risk",51.01
7.06,27.98,32.13,8.19,36,21,63,"Healthy, P-deficiency",61.077999999999996
7.55,37.01,31.37,35.68,15,26,92,"K-deficiency, P-deficiency",35.551
6.29,31.93,82.96,13.13,49,7,46,"N-deficiency, K-deficiency",56.451
5.29,34.57,76.74,30.7,70,36,83,"Pest-risk, P-deficiency",43.075
7.73,21.55,45.25,13.39,50,16,78,"Healthy, N-deficiency",61.473000000000006
5.83,23.6,63.51,34.01,56,8,93,"P-deficiency, P-deficiency",44.832
6.5,25.58,47.37,14.08,57,5,74,"P-deficiency, K-deficiency",58.446000000000005
7.49,35.39,44.66,20.98,15,38,56,"N-deficiency, Pest-risk",48.001000000000005
7.47,26.84,71.64,13.35,70,39,71,"Healthy, P-deficiency",58.339999999999996
5.36,41.82,85.57,26.1,15,23,34,"Healthy, Pest-risk",42.99
5.25,33.39,61.29,13.23,40,39,26,"K-deficiency, P-deficiency",57.721
5.66,26.7,68.94,29.05,27,31,72,"K-deficiency, Pest-risk",47.59
6.66,20.98,45.12,28.56,22,5,22,"P-deficiency, P-deficiency",48.842
6.98,23.68,79.05,26.82,38,24,42,"Pest-risk, P-deficiency",48.244
7.42,21.51,64.66,37.19,33,16,84,"Healthy, Healthy",41.833
7.76,36.26,34.2,22.36,61,42,78,"P-deficiency, P-deficiency",47.002
5.1,25.18,89.51,13.86,25,35,88,"Healthy, Healthy",61.622
5.96,21.31,31.13,13.03,31,35,56,"P-deficiency, K-deficiency",62.501
6.83,36.15,77.56,12.4,43,43,51,"P-deficiency, P-deficiency",53.845
5.12,31.99,46.16,22.12,23,38,89,"K-deficiency, P-deficiency",51.569
5.85,20.71,32.25,19.34,15,26,79,"N-deficiency, Healthy",57.973
5.45,25.39,56.56,21.31,57,26,52,"P-deficiency, N-deficiency",54.857000000000006
6.57,31.04,59.5,22.67,45,41,64,"P-deficiency, Healthy",48.704
6.58,25.56,80.13,17.31,37,39,68,"Healthy, Healthy",55.712
6.17,21.82,60.17,16.96,17,42,56,"P-deficiency, N-deficiency",58.682
6.95,39.78,91.1,27.94,63,8,22,"N-deficiency, P-deficiency",39.358
6.84,38.23,35.86,18.65,63,23,26,"K-deficiency, N-deficiency",47.785000000000004
7.98,25.64,52.83,35.76,58,34,60,"K-deficiency, P-deficiency",42.032000000000004
6.29,19.16,30.33,23.17,47,8,35,"Healthy, N-deficiency",54.804
7.42,38.85,54.5,28.16,19,18,21,"P-deficiency, Pest-risk",40.387
7.4,41.97,86.86,34.92,43,8,91,"Pest-risk, P-deficiency",33.379000000000005
5.11,29.5,74.67,27.13,16,11,85,"Healthy, Pest-risk",48.826
5.24,41.39,44.21,24.42,60,14,67,"N-deficiency, P-deficiency",44.789
7.87,40.74,51.75,11.57,28,7,60,"P-deficiency, P-deficiency",53.614
5.56,37.57,47.51,19.78,43,24,51,"P-deficiency, P-deficiency",49.77100000000001
5.55,18.37,44.41,25.82,49,16,37,"N-deficiency, Healthy",54.559
5.13,20.32,43.78,16.57,42,27,54,"P-deficiency, N-deficiency",61.824000000000005
7.71,38.31,27.0,8.87,44,21,37,"K-deficiency, Healthy",56.669000000000004
6.48,38.78,53.54,19.28,24,6,51,"Healthy, N-deficiency",47.726
6.66,20.72,57.18,10.11,44,27,56,"Pest-risk, P-deficiency",63.732000000000006
7.09,21.52,80.76,29.14,67,35,71,"Pest-risk, N-deficiency",47.608
6.5,28.38,50.44,26.72,43,25,28,"P-deficiency, P-deficiency",46.934000000000005
6.76,32.64,49.01,31.74,23,38,39,"Healthy, N-deficiency",40.268
7.06,30.21,83.0,14.86,21,31,65,"N-deficiency, P-deficiency",54.627
7.02,41.03,61.81,22.63,50,21,22,"Healthy, Pest-risk",42.921
7.4,41.13,33.72,19.77,30,25,37,"Pest-risk, K-deficiency",45.919
5.95,31.91,47.03,34.29,24,14,29,"P-deficiency, Pest-risk",40.213
6.84,18.34,73.08,31.23,37,11,31,"K-deficiency, N-deficiency",47.666
5.36,40.55,56.71,17.57,42,39,94,"Healthy, Healthy",50.449000000000005
6.87,37.14,82.13,22.63,60,31,78,"Pest-risk, N-deficiency",45.086
5.03,24.14,81.75,37.39,63,44,90,"N-deficiency, P-deficiency",43.458
5.99,18.71,86.69,12.23,56,9,38,"K-deficiency, Healthy",64.381
5.96,22.18,82.93,8.69,68,13,47,"K-deficiency, Healthy",65.538
6.07,34.06,52.46,13.55,64,23,47,"P-deficiency, Healthy",55.49
7.23,35.21,75.25,14.86,17,6,62,"P-deficiency, Healthy",52.467000000000006
5.31,31.85,37.22,29.04,71,27,47,"P-deficiency, N-deficiency",45.723
7.98,38.15,66.74,31.76,44,12,64,"Pest-risk, Pest-risk",38.977000000000004
7.06,25.19,58.01,37.49,58,35,80,"K-deficiency, Healthy",39.032999999999994
5.77,25.2,47.41,36.87,28,44,57,"Pest-risk, K-deficiency",41.864000000000004
5.98,21.02,63.18,9.63,38,11,51,"K-deficiency, Pest-risk",65.326
6.21,21.41,26.59,19.87,63,15,53,"K-deficiency, P-deficiency",56.479
5.52,36.42,29.84,16.6,67,37,73,"N-deficiency, N-deficiency",52.97
5.25,35.55,62.06,8.18,40,10,65,"P-deficiency, K-deficiency",60.681000000000004
6.47,22.65,85.67,26.23,23,13,29,"K-deficiency, K-deficiency",50.251000000000005
5.71,20.13,44.82,15.27,66,27,26,"P-deficiency, Healthy",61.79900000000001
7.75,20.81,88.8,9.87,53,24,65,"N-deficiency, N-deficiency",64.69900000000001
5.44,39.01,36.42,33.58,48,6,39,"K-deficiency, N-deficiency",38.251000000000005
7.13,31.31,87.73,12.51,28,5,30,"K-deficiency, P-deficiency",56.097
6.21,30.05,79.21,37.63,64,44,21,"Pest-risk, N-deficiency",37.951
5.08,36.65,90.3,16.31,27,23,81,"Healthy, Pest-risk",53.967
7.45,25.63,48.19,18.81,69,44,68,"P-deficiency, K-deficiency",54.537
5.82,25.76,30.91,20.5,52,37,65,"K-deficiency, K-deficiency",54.58
6.33,31.48,64.39,19.95,21,19,26,"P-deficiency, N-deficiency",51.14
7.26,31.87,60.26,32.04,27,36,53,"P-deficiency, N-deficiency",40.453
7.86,34.17,71.51,8.25,52,44,58,"N-deficiency, Healthy",59.535
7.24,22.13,43.11,15.11,63,8,28,"N-deficiency, Pest-risk",58.82700000000001
7.12,34.91,59.79,13.19,65,29,49,"K-deficiency, Healthy",53.73300000000001
5.87,27.98,61.59,8.11,15,21,57,"Healthy, K-deficiency",63.282
5.84,29.08,71.57,10.35,55,32,69,"P-deficiency, P-deficiency",61.0
7.47,33.91,42.43,8.12,25,11,84,"K-deficiency, Pest-risk",58.989000000000004
6.36,26.09,82.83,12.6,42,43,60,"K-deficiency, Healthy",59.655
6.97,29.3,69.83,9.58,16,13,74,"K-deficiency, P-deficiency",59.24600000000001
7.21,34.51,76.79,37.81,57,37,79,"N-deficiency, Healthy",34.417
7.48,22.66,55.9,37.76,33,15,36,"Healthy, N-deficiency",40.922000000000004
6.92,25.24,69.33,37.33,26,34,49,"P-deficiency, Pest-risk",39.176
6.13,32.02,57.8,20.67,23,37,57,"Healthy, Healthy",50.693999999999996
6.19,20.58,52.96,32.28,34,38,48,"Healthy, Healthy",47.006
5.65,25.19,64.09,31.98,30,21,82,"N-deficiency, Pest-risk",46.021
5.86,37.37,29.54,36.87,18,31,81,"Healthy, N-deficiency",35.599000000000004
7.4,35.91,72.95,33.92,44,23,23,"Healthy, P-deficiency",37.209
7.26,30.62,93.1,21.35,29,41,27,"P-deficiency, N-deficiency",49.629999999999995
7.83,37.54,36.35,31.58,20,41,79,"P-deficiency, Pest-risk",39.126000000000005
5.41,27.68,85.1,37.93,21,30,23,"Healthy, Pest-risk",40.496
5.02,19.02,74.62,15.98,31,38,38,"Pest-risk, K-deficiency",63.166000000000004
7.06,22.03,56.98,19.01,55,29,30,"P-deficiency, Pest-risk",55.397
6.49,30.49,79.79,12.84,23,15,91,"Healthy, P-deficiency",57.003
5.69,30.24,69.5,16.8,29,42,82,"Healthy, Healthy",55.56
7.31,34.4,30.28,31.78,20,38,42,"N-deficiency, Healthy",39.496
7.02,18.32,33.91,22.91,30,16,49,"Pest-risk, P-deficiency",54.052
5.85,18.82,93.16,13.71,25,44,23,"Healthy, P-deficiency",63.422
6.5,19.02,74.06,26.12,65,42,83,"K-deficiency, P-deficiency",52.094
7.62,31.8,39.98,34.14,26,40,91,"P-deficiency, Pest-risk",39.528
6.15,20.99,56.61,26.41,65,10,79,"P-deficiency, P-deficiency",51.577
6.22,30.31,59.16,22.53,15,42,72,"N-deficiency, K-deficiency",49.881
5.05,33.54,34.45,20.16,44,23,52,"Healthy, N-deficiency",52.502
5.92,34.47,30.58,25.69,59,34,38,"Healthy, K-deficiency",45.873000000000005
6.65,29.64,43.26,33.78,36,26,69,"Pest-risk, N-deficiency",40.355999999999995
5.73,31.76,76.46,8.99,57,23,90,"Pest-risk, N-deficiency",60.967999999999996
7.91,27.05,53.33,15.05,72,7,45,"Pest-risk, K-deficiency",57.755
6.44,23.38,70.51,25.47,32,23,25,"Pest-risk, Healthy",50.554
7.04,21.76,93.68,29.83,33,11,29,"Pest-risk, P-deficiency",46.836
6.73,34.62,68.88,21.86,70,21,78,"Pest-risk, N-deficiency",47.242
7.0,20.15,59.24,13.78,34,18,57,"N-deficiency, Pest-risk",60.400999999999996
5.2,20.4,55.05,16.5,65,15,47,"K-deficiency, N-deficiency",61.7
7.71,35.85,92.56,11.77,31,7,42,"K-deficiency, K-deficiency",55.57900000000001
5.33,28.72,51.88,9.15,56,33,68,"N-deficiency, N-deficiency",63.16
6.97,29.21,56.38,16.34,16,25,23,"K-deficiency, Healthy",53.882999999999996
6.29,26.1,77.99,11.25,47,18,65,"Healthy, P-deficiency",60.870000000000005
5.97,18.45,37.5,27.71,15,26,56,"Healthy, K-deficiency",52.167
5.97,20.71,80.86,23.57,55,25,33,"Pest-risk, N-deficiency",54.349000000000004
7.96,31.08,64.89,25.43,40,12,28,"Pest-risk, Healthy",47.536
5.93,24.69,28.96,12.03,32,8,38,"Pest-risk, Healthy",61.671
6.72,19.98,46.38,34.03,16,21,37,"Healthy, Pest-risk",44.846
6.24,26.0,63.06,37.55,27,36,41,"Pest-risk, Healthy",39.980000000000004
5.53,23.5,54.45,26.29,73,8,60,"Healthy, K-deficiency",51.658
7.7,38.93,37.67,29.55,32,26,32,"Healthy, P-deficiency",39.795
6.57,23.25,67.02,24.56,58,32,38,"P-deficiency, N-deficiency",51.087
7.59,34.21,88.83,29.65,18,16,70,"N-deficiency, N-deficiency",41.855000000000004
6.18,36.26,39.42,30.73,35,15,57,"Healthy, K-deficiency",40.426
7.77,23.41,50.16,21.91,32,35,90,"K-deficiency, Pest-risk",53.807
6.52,25.38,56.81,8.25,26,36,65,"Healthy, N-deficiency",63.17
7.18,33.5,93.32,23.61,43,27,35,"Pest-risk, Pest-risk",46.222
6.07,32.42,89.53,8.24,67,17,88,"N-deficiency, N-deficiency",60.558
6.86,26.69,93.59,8.98,27,24,80,"P-deficiency, Pest-risk",61.251
7.5,34.77,58.84,35.29,52,40,31,"Healthy, K-deficiency",36.882999999999996
5.05,33.18,81.84,29.47,60,38,52,"N-deficiency, N-deficiency",45.234
7.34,33.08,52.41,14.2,32,25,61,"Healthy, Healthy",54.28
6.63,29.8,47.82,23.68,24,8,20,"Pest-risk, Healthy",48.396
6.8,36.79,63.81,33.86,38,19,42,"Pest-risk, Pest-risk",36.417
6.84,39.11,31.65,26.8,61,39,84,"Pest-risk, P-deficiency",40.825
6.23,20.23,36.52,26.97,54,42,93,"K-deficiency, N-deficiency",51.349
7.22,19.52,39.08,37.02,37,6,26,"Healthy, P-deficiency",42.564
5.79,28.06,40.59,35.22,63,21,44,"K-deficiency, K-deficiency",41.714000000000006
6.36,39.64,71.53,25.06,62,9,49,"Pest-risk, Pest-risk",42.912
6.19,36.73,89.86,24.46,62,31,79,"Pest-risk, Pest-risk",45.187000000000005
7.77,22.01,37.99,9.11,65,17,37,"Healthy, K-deficiency",64.747
7.0,23.04,59.25,34.92,22,14,86,"N-deficiency, K-deficiency",42.044
7.68,26.97,39.99,26.38,17,18,25,"Healthy, P-deficiency",48.271
5.65,40.71,90.37,15.51,57,33,89,"P-deficiency, P-deficiency",51.437
7.62,37.83,87.48,12.15,62,28,85,"Healthy, Pest-risk",54.105000000000004
7.7,41.18,37.54,9.19,28,35,53,"Pest-risk, N-deficiency",54.958000000000006
5.02,23.94,86.92,13.13,53,14,63,"N-deficiency, P-deficiency",62.986
7.65,33.92,72.58,30.94,70,8,41,"Healthy, Pest-risk",41.087999999999994
6.54,36.24,52.75,21.34,15,18,72,"Healthy, K-deficiency",47.228
7.12,23.02,45.64,30.83,46,23,67,"N-deficiency, K-deficiency",45.566
5.92,28.47,30.4,28.08,18,35,28,"P-deficiency, K-deficiency",46.961
6.15,25.23,61.67,25.24,58,42,48,"Pest-risk, Pest-risk",50.393
6.38,26.4,84.29,17.61,39,20,22,"P-deficiency, Healthy",55.452000000000005
5.45,21.9,59.98,11.76,50,34,60,"N-deficiency, Healthy",64.242
5.34,27.37,47.08,8.35,33,41,74,"N-deficiency, N-deficiency",64.455
6.51,30.13,29.32,24.56,40,24,61,"N-deficiency, P-deficiency",47.76700000000001
6.2,26.94,65.37,9.49,56,11,76,"K-deficiency, Healthy",62.038000000000004
6.69,37.17,80.65,17.87,19,33,37,"Healthy, P-deficiency",49.239
7.11,32.51,69.38,37.38,43,41,74,"Healthy, Pest-risk",35.561
5.7,41.17,40.7,20.65,70,41,84,"K-deficiency, N-deficiency",46.995000000000005
7.67,41.76,65.37,30.51,71,13,88,"N-deficiency, N-deficiency",37.552
5.74,35.49,84.54,36.14,53,37,84,"N-deficiency, N-deficiency",37.363
7.64,20.51,36.32,25.15,60,27,70,"P-deficiency, K-deficiency",52.405
